Property_ID,City,Location,BHK,Bathrooms,Size_in_SqFt,Age_of_Property,Parking,Floor,Total_Floors,Furnishing,Distance_to_Metro_km,School_Rating,Hospital_Distance_km,Crime_Index,Price_in_Lakhs
2341,Bengaluru,HSR Layout,5,5,3977,21,3,2,8,Semi-Furnished,8.9,3.4,0.5,2.5,422.6
2342,Pune,Baner,5,4,3788,9,0,4,30,Furnished,14.8,3.7,5.5,4.6,317.5
2343,Hyderabad,Kondapur,3,2,2635,6,2,7,8,Furnished,9.6,2.6,2.9,9.6,223.3
2344,Bengaluru,Electronic City,3,3,2624,10,2,5,18,Furnished,6.5,3.9,7.8,2.9,229.7
2345,Pune,Kharadi,4,3,2947,25,2,0,29,Semi-Furnished,12.1,4,0.5,4.8,226.3
2346,Chennai,Velachery,1,2,495,11,2,15,26,Semi-Furnished,11.5,2.7,5.8,5.1,23.7
2347,Pune,Hadapsar,4,3,3394,19,1,6,7,Unfurnished,8.7,4.9,4.3,5.6,199.5
2348,Hyderabad,Gachibowli,1,1,640,25,1,2,24,Unfurnished,5.7,3,0.6,4.7,35.2
2349,Bengaluru,HSR Layout,2,3,1148,15,0,0,10,Semi-Furnished,13.4,3.9,5.2,5.7,122.2
2350,Hyderabad,Miyapur,5,5,4413,9,2,16,19,Unfurnished,11.4,4.4,3.6,3.2,281.4
2351,Bengaluru,Whitefield,5,5,3474,16,0,4,10,Unfurnished,11.5,3.6,4,2.3,322.2
2352,Chennai,Anna Nagar,1,1,687,20,1,21,29,Semi-Furnished,11.5,4,3.6,3.2,48.8
2353,Chennai,Porur,1,2,677,9,2,18,24,Unfurnished,5.9,3.6,1,9.4,37.8
2354,Bengaluru,Marathahalli,5,5,3271,2,2,13,15,Semi-Furnished,9.9,3,2.4,9.5,301.3
2355,Hyderabad,Miyapur,5,6,3348,24,3,13,17,Semi-Furnished,12.2,2.7,7.2,7,217.7
2356,Bengaluru,Marathahalli,2,2,1580,24,1,6,13,Semi-Furnished,2.2,4.8,2,2.9,145
2357,Chennai,OMR,4,3,2217,16,3,9,20,Semi-Furnished,14.8,4.9,4.1,3.2,176.3
2358,Chennai,Anna Nagar,5,6,3583,21,3,12,26,Semi-Furnished,10.1,4.5,3.2,8.2,315.7
2359,Hyderabad,Gachibowli,3,3,1487,23,1,15,17,Semi-Furnished,4.1,3.1,4.9,2.9,143.9
2360,Bengaluru,HSR Layout,4,3,2552,13,0,6,13,Semi-Furnished,13.3,4.5,1.7,1.6,265.9
2361,Pune,Kharadi,3,4,1554,11,1,1,6,Semi-Furnished,9.5,2.7,7.8,4.1,134.5
2362,Hyderabad,Kondapur,4,4,3084,3,1,5,12,Furnished,8.3,2.6,1,3.4,283.1
2363,Bengaluru,HSR Layout,5,6,3983,13,1,7,10,Semi-Furnished,10.4,2.6,2.4,2.9,422.5
2364,Hyderabad,Kukatpally,1,1,827,15,0,2,6,Unfurnished,9.1,3.8,3,9.1,42
2365,Chennai,Porur,4,4,3065,19,0,4,15,Semi-Furnished,10.6,3.4,5.1,1.9,181.4
2366,Chennai,Velachery,3,3,1441,9,0,15,25,Semi-Furnished,13.5,4.3,1.3,1.4,110.7
2367,Bengaluru,HSR Layout,1,2,731,18,3,5,14,Furnished,3.2,3.6,2.5,5,98.8
2368,Bengaluru,Whitefield,3,3,1519,19,1,9,19,Unfurnished,1.5,3.5,3.5,4.6,141.5
2369,Bengaluru,HSR Layout,4,3,2647,11,2,0,21,Semi-Furnished,2.4,3.6,2.9,2.3,296.4
2370,Bengaluru,Whitefield,2,3,1544,15,0,7,9,Semi-Furnished,1.9,2.5,7.7,9.1,150.7
2371,Pune,Hadapsar,4,3,2672,18,0,14,15,Furnished,11.6,4.9,0.9,5.7,198.5
2372,Pune,Hadapsar,2,2,1146,11,1,7,23,Semi-Furnished,13.8,2.5,7,3.5,58.8
2373,Chennai,OMR,4,4,2768,1,3,9,23,Unfurnished,12.9,4.3,2,2.3,195.8
2374,Chennai,Tambaram,5,5,3605,23,0,0,23,Unfurnished,0.7,2.7,6.3,9.2,188.8
2375,Chennai,Porur,5,4,3544,3,0,7,24,Unfurnished,6,3.4,2.2,9.8,209.6
2376,Bengaluru,Whitefield,3,4,2104,22,2,7,11,Semi-Furnished,1,3.9,4.5,3.5,219.2
2377,Chennai,Velachery,4,5,1867,20,1,7,8,Unfurnished,14.5,3.2,0.8,8.4,126.9
2378,Bengaluru,Marathahalli,2,2,1542,18,3,7,7,Semi-Furnished,12.7,3.4,4.4,5.1,125.4
2379,Chennai,OMR,3,2,2360,23,1,24,27,Semi-Furnished,0.7,4.3,7.9,7.2,170.2
2380,Hyderabad,Kukatpally,5,5,3263,22,0,18,20,Unfurnished,13.4,3.2,4.1,5.7,213.7
2381,Chennai,Anna Nagar,1,2,629,22,2,4,16,Furnished,5.1,3,6.8,5.2,54.6
2382,Pune,Baner,1,1,650,5,0,17,20,Furnished,4.9,2.9,7.6,2.6,48
2383,Bengaluru,Indiranagar,1,1,875,20,3,23,30,Furnished,1.2,3.9,4.2,8.8,108.9
2384,Hyderabad,Miyapur,2,3,1758,0,0,8,23,Furnished,0.3,3.9,5.3,1.4,153.7
2385,Bengaluru,Indiranagar,4,4,2880,0,2,21,30,Semi-Furnished,8,3.7,4.1,5.5,329
2386,Chennai,Porur,4,4,3228,12,1,1,8,Semi-Furnished,6.5,4.1,6,9.2,200.9
2387,Hyderabad,Kukatpally,4,4,3101,10,2,3,17,Furnished,12.3,2.9,3,8.3,241.5
2388,Bengaluru,Electronic City,4,4,3552,23,3,9,30,Semi-Furnished,11.8,4,3,1.4,279.4
2389,Pune,Kharadi,3,4,2658,15,1,3,16,Semi-Furnished,11,3.7,4.1,5.6,208.9
2390,Chennai,Tambaram,4,4,2565,19,2,17,25,Semi-Furnished,8.1,3.4,5,6.3,156.6
2391,Bengaluru,Electronic City,2,1,1762,2,1,5,6,Semi-Furnished,4,4.1,1.2,4.4,150.8
2392,Hyderabad,Miyapur,4,4,2231,11,1,1,26,Unfurnished,1.3,4.4,4,3,162.1
2393,Pune,Hadapsar,2,3,1282,7,1,10,15,Unfurnished,10.4,2.6,4.9,3.5,79
2394,Pune,Baner,4,3,2032,5,1,6,17,Unfurnished,5.7,3.6,4.7,2.5,165.1
2395,Bengaluru,Whitefield,4,5,2845,13,2,1,5,Semi-Furnished,4.3,4.3,6.8,4.4,302.8
2396,Hyderabad,Kondapur,3,4,2363,23,3,27,29,Semi-Furnished,7,3,7.3,7,186.3
2397,Chennai,Velachery,3,3,2379,22,0,5,7,Semi-Furnished,0.7,4,7.2,5.1,168.8
2398,Chennai,Porur,1,1,644,18,2,11,19,Furnished,3,4,1.8,6.2,44.9
2399,Pune,Kharadi,1,1,616,0,3,8,23,Unfurnished,13.9,4.1,2.4,8.2,34.1
2400,Hyderabad,Gachibowli,3,3,2346,24,3,9,13,Unfurnished,4.3,4,1.2,9.6,192.2
2401,Hyderabad,Miyapur,5,6,2715,6,1,27,29,Furnished,8.9,3.4,7.8,3.9,217.4
2402,Hyderabad,Gachibowli,1,1,816,15,0,4,11,Semi-Furnished,6.1,4.1,7,8.5,59.6
2403,Bengaluru,Indiranagar,2,2,1752,10,2,6,14,Furnished,0.2,2.9,1.3,3.1,227.4
2404,Pune,Hadapsar,2,2,1579,7,2,3,5,Furnished,1.4,3.6,5.4,3.1,123.5
2405,Hyderabad,Miyapur,3,3,2317,21,0,21,28,Unfurnished,1,4.5,7.4,5.7,153.7
2406,Hyderabad,Kukatpally,5,5,2693,12,1,4,15,Unfurnished,9.6,4.3,6,1,195.9
2407,Chennai,OMR,4,4,2617,2,3,1,21,Furnished,5.2,3.1,6.7,5.8,230
2408,Chennai,Anna Nagar,1,1,561,21,1,12,18,Semi-Furnished,12.1,2.9,2.9,9.5,29.5
2409,Hyderabad,Kondapur,4,4,2930,3,3,19,25,Unfurnished,5.7,3.7,1.6,1.5,248.3
2410,Chennai,Porur,2,2,987,18,0,21,25,Unfurnished,4.4,3.9,7.3,3.4,53.2
2411,Hyderabad,Kondapur,1,1,560,16,2,22,27,Semi-Furnished,8.7,3,1.2,8.7,34.3
2412,Bengaluru,Whitefield,1,1,870,22,0,7,8,Semi-Furnished,0.8,2.6,7.2,6.8,73.9
2413,Pune,Hadapsar,5,6,3901,11,2,2,22,Semi-Furnished,2.4,3,6.5,2.1,281.2
2414,Pune,Baner,5,4,3955,9,2,20,27,Semi-Furnished,14.9,4.9,1.8,2.3,318
2415,Hyderabad,Gachibowli,1,1,481,16,2,3,9,Unfurnished,6.2,4.7,6.2,9,33.6
2416,Bengaluru,Marathahalli,3,2,1606,4,2,5,17,Furnished,7.3,2.7,2.2,8,148.7
2417,Bengaluru,Electronic City,2,2,1062,7,3,1,19,Furnished,7.2,2.6,6.3,6.6,99.6
2418,Pune,Kharadi,4,5,2419,1,3,4,20,Unfurnished,6.8,3.3,6.4,8.6,184.5
2419,Bengaluru,HSR Layout,1,1,887,2,0,21,27,Furnished,11.4,4.3,4.1,9.3,87.1
2420,Pune,Wakad,3,3,1724,13,2,14,14,Unfurnished,11.2,4.2,4.4,7,115.1
2421,Pune,Kharadi,2,2,1616,5,1,21,22,Unfurnished,8.4,4.5,4.2,2.7,120.5
2422,Bengaluru,HSR Layout,4,5,2856,0,3,1,28,Unfurnished,9.8,3.1,7.3,5.1,291.6
2423,Hyderabad,Miyapur,5,5,3213,2,0,13,28,Semi-Furnished,9,4.2,5.3,3.9,228.8
2424,Pune,Hinjewadi,3,2,2311,20,0,15,20,Semi-Furnished,10.9,3.9,6.3,3.7,154.1
2425,Pune,Wakad,3,4,2123,16,3,13,27,Unfurnished,1.2,3.9,0.4,3.9,160
2426,Hyderabad,Miyapur,3,3,2085,8,1,5,10,Semi-Furnished,5.2,3,6.8,2.7,135.4
2427,Chennai,Porur,1,1,600,3,3,10,11,Semi-Furnished,1.8,4.4,7.4,1.9,60.2
2428,Pune,Baner,3,2,1821,25,3,6,12,Semi-Furnished,11.1,2.5,6.9,7.6,122.9
2429,Pune,Wakad,4,4,2088,7,2,6,9,Furnished,7.4,3.8,6.5,8.8,180.5
2430,Bengaluru,HSR Layout,2,1,1043,16,0,2,19,Furnished,13.1,4.5,5.3,6.1,101.6
2431,Chennai,Tambaram,3,3,1595,2,1,10,19,Furnished,6.5,4.4,4.1,8.4,108.4
2432,Chennai,Porur,2,2,1007,0,3,3,10,Unfurnished,6.6,4.4,6.3,6.2,72.3
2433,Hyderabad,Gachibowli,2,1,1421,25,0,11,12,Semi-Furnished,8.3,3.4,1,1.3,111.9
2434,Hyderabad,Miyapur,2,2,977,22,2,4,5,Unfurnished,0.9,3.8,7.8,1.6,73
2435,Pune,Hadapsar,4,4,2176,24,0,9,14,Semi-Furnished,7.3,4.8,0.4,7,164.2
2436,Chennai,Velachery,3,4,1873,6,1,4,14,Unfurnished,0.8,3.4,7,8.2,141
2437,Pune,Hinjewadi,1,1,772,9,0,1,11,Unfurnished,5.6,4.9,3.8,3.7,49.6
2438,Pune,Wakad,2,2,1511,11,3,27,29,Furnished,7.1,4.1,4.1,8.2,106.1
2439,Pune,Hadapsar,4,5,2667,15,3,2,16,Unfurnished,7.3,4.1,1.3,2.9,185.7
2440,Bengaluru,Marathahalli,4,4,1885,8,3,0,12,Unfurnished,1.9,3.1,2.9,5.5,190.7
2441,Hyderabad,Kukatpally,2,2,1016,17,0,18,20,Semi-Furnished,11.7,4.3,0.6,6.6,75.2
2442,Chennai,Tambaram,3,3,2619,6,0,17,29,Semi-Furnished,3.7,3.5,1.4,4.3,155.2
2443,Chennai,Porur,2,2,1497,5,3,5,7,Unfurnished,14.2,3.1,2.7,4.8,82.5
2444,Bengaluru,Whitefield,4,3,3372,11,1,17,19,Semi-Furnished,3,4.2,3,7.1,332.9
2445,Chennai,Velachery,3,3,1928,24,0,16,19,Semi-Furnished,10.2,3.6,5.7,5.5,132.9
2446,Bengaluru,HSR Layout,1,1,829,1,3,4,29,Semi-Furnished,0.3,3.2,6.2,6.6,97.4
2447,Hyderabad,Gachibowli,2,2,1312,3,3,15,16,Semi-Furnished,0.4,4.9,1,9,156.7
2448,Chennai,Porur,4,5,2790,2,3,4,13,Unfurnished,6.6,4.4,2.6,9.5,186.7
2449,Chennai,Porur,5,6,4175,2,0,0,30,Furnished,7.6,3.7,0.4,3.2,300.4
2450,Hyderabad,Kondapur,3,3,1409,14,1,4,9,Furnished,10,4.4,4.7,6.5,135.6
2451,Chennai,Porur,1,1,777,24,0,12,13,Furnished,7.8,2.8,3.9,6.6,38.4
2452,Bengaluru,Electronic City,4,4,2380,14,0,13,14,Semi-Furnished,1.8,4.8,1.8,1.8,219.4
2453,Chennai,Velachery,2,2,985,8,2,12,27,Furnished,1.6,4.5,1.6,4.3,95.7
2454,Pune,Hinjewadi,1,1,588,7,3,3,13,Semi-Furnished,2.5,4.7,6.5,5.2,49.3
2455,Chennai,Velachery,4,4,2445,2,1,1,11,Unfurnished,5.2,2.8,0.8,6.3,194.6
2456,Hyderabad,Madhapur,1,2,455,15,0,11,12,Semi-Furnished,8.8,2.6,0.6,8.8,23.7
2457,Chennai,Anna Nagar,2,3,1702,14,1,24,28,Semi-Furnished,3.2,3.2,1.3,8,139.2
2458,Pune,Hinjewadi,3,3,1903,23,1,2,18,Semi-Furnished,12.8,3.3,1.9,7.9,139
2459,Chennai,Porur,2,3,1442,4,2,4,6,Unfurnished,12.8,4,6.9,3.8,78.5
2460,Bengaluru,HSR Layout,2,2,1468,11,1,16,16,Unfurnished,3.3,4.2,7.5,4,150.7
2461,Hyderabad,Kondapur,1,2,611,1,3,21,27,Semi-Furnished,8.9,4.7,5.2,5.1,59.9
2462,Chennai,Anna Nagar,2,2,1085,8,3,15,20,Semi-Furnished,4.4,4.8,4.7,3.4,116.1
2463,Hyderabad,Kondapur,4,4,3452,1,0,0,18,Semi-Furnished,8.1,3.8,1.3,3.7,298.5
2464,Pune,Baner,3,3,2367,14,1,28,30,Furnished,8.5,4.8,7,6.9,202.8
2465,Hyderabad,Madhapur,1,1,883,8,0,5,19,Furnished,3.9,4.9,5.9,6.4,79.8
2466,Pune,Hinjewadi,5,5,2828,20,2,0,19,Semi-Furnished,2.3,4.9,3.1,9.4,242.8
2467,Pune,Baner,2,1,1602,12,0,2,11,Semi-Furnished,9.8,3.1,5.5,7.2,112.1
2468,Bengaluru,Marathahalli,5,5,3345,4,3,18,22,Semi-Furnished,10.3,3.1,1,8.7,308.8
2469,Chennai,Porur,4,4,2488,25,2,22,24,Semi-Furnished,5.4,4.1,6.8,7.6,169.5
2470,Bengaluru,Indiranagar,2,1,1404,22,2,23,26,Furnished,12.1,3.6,1.1,3.1,165.4
2471,Chennai,OMR,2,2,1514,6,3,4,26,Semi-Furnished,1.7,3.5,6.6,7.4,123.3
2472,Chennai,OMR,3,4,2038,21,2,1,8,Unfurnished,5.8,3.8,7.7,9.7,130.1
2473,Bengaluru,HSR Layout,5,5,2405,15,2,20,26,Semi-Furnished,5.5,4.5,7.5,9.8,283.9
2474,Pune,Kharadi,4,5,3427,8,1,9,11,Unfurnished,10.5,3,6.1,8.4,248.5
2475,Pune,Wakad,2,3,1432,6,3,23,29,Semi-Furnished,1.4,4.9,1.2,1.1,130.2
2476,Pune,Kharadi,2,1,1163,6,2,16,27,Semi-Furnished,13.2,4.2,3.2,8.1,92.6
2477,Bengaluru,Indiranagar,1,1,632,15,1,0,8,Semi-Furnished,0.3,3.9,1.8,6,71.9
2478,Chennai,OMR,4,4,3522,7,3,7,19,Unfurnished,2.1,3.7,1.8,9.5,252.7
2479,Chennai,Porur,3,2,1677,21,3,11,26,Semi-Furnished,12.5,4.2,4.3,4.7,108.2
2480,Hyderabad,Miyapur,1,2,527,5,0,20,22,Semi-Furnished,1.5,2.9,6.1,5.7,48.7
2481,Chennai,Anna Nagar,2,2,1510,20,2,13,23,Semi-Furnished,2.1,3,6.6,8.3,130.6
2482,Pune,Baner,1,2,634,14,0,2,11,Unfurnished,12.3,3.9,4.4,8.1,41
2483,Chennai,OMR,4,4,1824,5,2,3,8,Furnished,0.9,3.8,4.5,5.4,173.6
2484,Pune,Baner,3,3,1360,18,2,3,23,Semi-Furnished,0.8,4,7.3,2.6,126.5
2485,Pune,Hadapsar,3,4,1612,14,1,13,21,Furnished,1.7,4.8,2.5,7.2,130.7
2486,Bengaluru,Marathahalli,3,3,1444,21,2,4,17,Unfurnished,13.2,3.2,1.8,3.7,122.6
2487,Chennai,OMR,4,5,2719,8,0,17,19,Furnished,8.5,4.7,3.5,5.6,234
2488,Chennai,Porur,3,4,1904,19,0,2,29,Unfurnished,9.8,4.8,3.8,2.4,118.4
2489,Hyderabad,Miyapur,4,4,3137,18,3,19,22,Furnished,3.4,3.7,0.9,2.4,240.2
2490,Hyderabad,Kukatpally,3,3,2573,16,1,3,13,Furnished,6.7,2.5,3.7,3.6,192.5
2491,Bengaluru,Indiranagar,3,2,2392,14,2,5,17,Furnished,13.5,4.8,1.4,1.5,299.7
2492,Bengaluru,HSR Layout,4,4,2501,24,3,2,8,Semi-Furnished,13.4,5,7.9,2.4,261.9
2493,Hyderabad,Miyapur,3,4,2386,18,2,18,30,Unfurnished,3.7,4.3,1.7,8,151.8
2494,Hyderabad,Miyapur,5,4,3616,15,1,1,18,Semi-Furnished,3.2,3,7.3,1.7,255.4
2495,Bengaluru,Indiranagar,3,3,1606,18,2,17,18,Unfurnished,13.4,4,6.9,8.8,163.3
2496,Hyderabad,Kukatpally,1,2,472,0,3,6,13,Unfurnished,4.3,3.1,7,1.3,40.8
2497,Chennai,Porur,1,2,608,9,1,17,17,Semi-Furnished,10,4.1,6.8,4.4,38.2
2498,Pune,Kharadi,2,1,1266,15,3,9,30,Furnished,11.1,3.1,3.2,5.5,95.9
2499,Bengaluru,Electronic City,5,6,3509,2,2,7,10,Semi-Furnished,13.3,4.1,2.2,7.5,301.7
2500,Pune,Wakad,4,4,3251,8,1,2,7,Unfurnished,10.8,3.9,4.8,8.2,211.8
2501,Bengaluru,Whitefield,3,2,1379,14,0,2,11,Semi-Furnished,0.3,4.3,7.6,3.3,158.3
2502,Pune,Kharadi,4,3,2544,21,2,7,8,Semi-Furnished,5.8,2.5,2.7,5.9,203.6
2503,Hyderabad,Gachibowli,4,4,2558,14,3,14,20,Semi-Furnished,6.1,3.4,3.9,4.9,250.5
2504,Chennai,Tambaram,4,3,2951,11,1,4,5,Semi-Furnished,13.9,4.6,1.4,4.9,167.7
2505,Chennai,Velachery,1,2,636,1,2,19,23,Semi-Furnished,7.5,2.8,4.6,5.4,44.9
2506,Chennai,Anna Nagar,3,3,1691,0,3,5,7,Semi-Furnished,6.3,4,4.9,5.8,172.6
2507,Bengaluru,Marathahalli,4,4,1871,1,3,15,30,Unfurnished,6.3,4.9,1.9,1.3,187.6
2508,Hyderabad,Kondapur,2,1,1098,2,1,7,23,Unfurnished,0.5,2.7,7.4,8.2,90
2509,Hyderabad,Kukatpally,3,3,2377,17,2,15,15,Semi-Furnished,2.2,3.2,1.5,4.5,175.2
2510,Chennai,Velachery,4,5,2318,11,3,16,27,Unfurnished,1.3,3.6,4.7,5.9,190.8
2511,Pune,Hinjewadi,2,2,1257,12,3,13,24,Furnished,3.9,5,6.5,5.9,122
2512,Chennai,Porur,4,4,1939,14,1,12,15,Furnished,10.4,4,6.1,9.9,144
2513,Pune,Wakad,3,4,2584,9,3,5,18,Semi-Furnished,6,4.7,7.5,3.6,191.7
2514,Chennai,OMR,4,5,2191,13,3,23,23,Furnished,13.3,2.6,6.6,1,183.4
2515,Pune,Hinjewadi,5,4,3531,23,1,1,5,Semi-Furnished,10,2.9,7.3,2.1,264.6
2516,Chennai,OMR,5,4,3372,11,3,4,10,Furnished,10.9,3.5,1.7,1.3,273.2
2517,Pune,Kharadi,2,2,1516,6,2,4,6,Unfurnished,3,2.8,1.3,3.2,120.3
2518,Chennai,OMR,2,1,1558,15,2,9,15,Unfurnished,4.3,2.9,1.4,3.5,97.2
2519,Chennai,OMR,4,4,2555,0,1,27,28,Unfurnished,2.9,2.6,4.8,9.5,184.2
2520,Pune,Hinjewadi,2,2,1176,0,2,6,30,Unfurnished,13.6,2.5,4,7,69.6
2521,Chennai,Velachery,2,3,1386,20,1,13,20,Semi-Furnished,4,3.5,3.7,5,105.5
2522,Bengaluru,Electronic City,3,3,2491,3,2,3,19,Unfurnished,6,3.6,2.9,7.2,193.7
2523,Bengaluru,Marathahalli,3,3,2297,22,0,1,9,Semi-Furnished,14,2.7,7.1,8.5,166.8
2524,Bengaluru,Marathahalli,1,2,530,15,2,5,21,Furnished,12.2,3.7,2,9,42.8
2525,Bengaluru,Marathahalli,5,4,3155,14,0,19,27,Unfurnished,14.8,3.4,2.2,7.3,245.3
2526,Pune,Hinjewadi,3,3,1522,25,0,5,18,Furnished,0.7,4.8,3.3,6.9,139.9
2527,Hyderabad,Gachibowli,1,1,877,8,1,8,17,Furnished,6,3.2,1.9,2.4,95.2
2528,Pune,Hadapsar,1,1,525,5,0,1,25,Semi-Furnished,2.4,4.8,7.7,4.6,46
2529,Chennai,Velachery,4,3,3535,20,3,10,22,Semi-Furnished,1.8,4,2,5.9,265.1
2530,Hyderabad,Gachibowli,1,1,480,21,3,10,11,Furnished,5.3,4.3,3.6,9.6,54.1
2531,Chennai,Anna Nagar,4,4,2929,13,0,5,20,Semi-Furnished,4.8,3.7,0.5,3.6,268.5
2532,Bengaluru,HSR Layout,2,2,1739,12,2,25,25,Furnished,10.1,4.6,4.4,9.4,196.3
2533,Chennai,Anna Nagar,4,4,2481,3,3,15,15,Unfurnished,14.6,4.4,6.6,5.6,198.4
2534,Pune,Kharadi,5,6,3720,22,2,13,23,Semi-Furnished,6.3,2.6,7.5,9.3,294.4
2535,Bengaluru,HSR Layout,4,4,2114,5,3,8,28,Semi-Furnished,9.6,2.7,4.6,2.7,248.2
2536,Chennai,OMR,3,3,2073,15,2,6,28,Semi-Furnished,2.1,3.7,3.5,3.5,158.6
2537,Pune,Baner,2,1,1089,19,3,4,6,Unfurnished,11.9,2.9,4.8,2.3,61.4
2538,Bengaluru,Electronic City,2,2,1587,6,1,9,10,Semi-Furnished,0.7,4.3,5.5,9.5,132.5
2539,Pune,Wakad,5,5,2354,14,3,20,26,Semi-Furnished,12.2,3,0.7,5.9,182
2540,Bengaluru,Electronic City,4,5,2737,21,0,3,6,Semi-Furnished,4.8,3.5,7.9,4.4,221.8
2541,Bengaluru,Indiranagar,1,1,557,16,3,5,21,Furnished,11.2,4.8,0.4,3.9,71.9
2542,Chennai,Tambaram,2,3,1711,5,3,4,17,Unfurnished,13.7,2.9,3.7,8.3,83.5
2543,Chennai,Tambaram,5,5,4189,1,2,5,19,Unfurnished,10.1,3.1,5.2,8.9,235.1
2544,Pune,Kharadi,1,1,630,3,2,23,24,Semi-Furnished,1.5,2.6,3.2,5.6,50.6
2545,Pune,Hadapsar,5,6,2943,8,2,8,24,Furnished,11.4,4.2,6.4,6.9,237.9
2546,Chennai,OMR,5,6,3577,13,0,10,12,Unfurnished,0.9,3.9,4.5,7.3,250.7
2547,Hyderabad,Miyapur,2,1,1024,12,1,7,13,Semi-Furnished,1.2,2.8,6.7,9.3,65
2548,Pune,Hadapsar,2,1,993,24,1,0,10,Unfurnished,3.4,3.8,3.1,1.3,66.9
2549,Bengaluru,Marathahalli,1,1,527,6,0,3,11,Furnished,6,4.4,2,1.6,66.6
2550,Bengaluru,Whitefield,2,3,946,5,1,8,8,Semi-Furnished,6.5,3,6.7,2.6,102.2
2551,Hyderabad,Madhapur,1,2,698,20,2,0,17,Unfurnished,0.3,2.8,4.8,10,58.5
2552,Pune,Kharadi,3,3,1706,9,2,7,21,Unfurnished,3.4,4.7,7.3,5.3,139.9
2553,Hyderabad,Kondapur,3,4,1973,13,0,7,8,Furnished,1.1,4.3,4.6,1.1,202.6
2554,Bengaluru,Whitefield,3,2,1445,19,1,23,26,Semi-Furnished,0.3,4.7,7.5,2.8,162.1
2555,Hyderabad,Madhapur,2,2,1015,12,0,2,5,Furnished,13.1,3,2.3,1.7,89.4
2556,Chennai,Velachery,4,5,2128,11,1,1,25,Furnished,1.5,2.8,3.7,6.1,199.3
2557,Bengaluru,Marathahalli,2,2,1295,15,0,1,8,Semi-Furnished,7.7,2.8,3.6,9.3,106.5
2558,Pune,Wakad,5,4,2985,10,0,6,15,Semi-Furnished,13.1,4.4,3.6,3.1,207.4
2559,Bengaluru,Whitefield,5,5,2592,15,2,10,11,Furnished,4.4,4.2,3.1,2.8,310.1
2560,Chennai,OMR,1,1,464,14,2,10,30,Unfurnished,4,3.3,4.5,4.7,32.6
2561,Hyderabad,Madhapur,4,4,2693,14,3,5,6,Unfurnished,9.9,3.1,0.5,5,226
2562,Chennai,OMR,3,3,2009,10,0,7,7,Furnished,6.7,3.6,4.9,5,168.4
2563,Bengaluru,Marathahalli,2,1,1020,22,1,0,9,Semi-Furnished,1.5,2.9,6.7,3.3,85.8
2564,Bengaluru,Indiranagar,5,4,2548,19,0,0,16,Unfurnished,0.8,3.3,0.8,5.2,287
2565,Chennai,Tambaram,1,1,685,1,3,8,13,Semi-Furnished,12.2,3.6,3.7,5.6,37.4
2566,Bengaluru,Whitefield,2,2,1749,1,3,21,28,Semi-Furnished,4.8,3.2,5.6,9.5,174.6
2567,Hyderabad,Miyapur,1,1,501,24,2,13,15,Semi-Furnished,10.5,3.7,3.5,1.6,31.8
2568,Bengaluru,Electronic City,5,6,2368,3,3,4,6,Unfurnished,1.6,3.6,2.8,9.4,218.1
2569,Pune,Hinjewadi,2,2,1581,6,0,11,13,Furnished,14.4,3.3,4.2,2.5,117.5
2570,Bengaluru,Electronic City,2,2,960,19,2,18,25,Semi-Furnished,2.9,3.2,4.6,5.3,77.6
2571,Pune,Wakad,4,4,3068,19,1,10,11,Semi-Furnished,10.6,4.7,5.1,2.5,222.4
2572,Hyderabad,Miyapur,2,3,1581,13,1,19,27,Semi-Furnished,4.8,3.5,4.4,3.4,113.4
2573,Bengaluru,Marathahalli,5,5,3557,23,3,21,30,Semi-Furnished,10.7,4,4.6,6,317.4
2574,Pune,Wakad,2,3,1154,10,1,4,12,Furnished,14.1,4.1,0.7,1.9,91
2575,Bengaluru,Electronic City,1,1,584,22,1,5,7,Semi-Furnished,3.1,4.7,7.9,2.6,56
2576,Bengaluru,Indiranagar,2,3,1086,6,1,14,16,Unfurnished,4.3,3.4,6.5,2.1,135.5
2577,Chennai,Velachery,3,3,1651,2,0,7,8,Semi-Furnished,13.4,3.2,7.9,4,126.4
2578,Bengaluru,Whitefield,5,5,2985,20,2,7,17,Semi-Furnished,13.5,2.7,5.1,2.1,303.4
2579,Chennai,Tambaram,5,5,3280,21,3,2,14,Semi-Furnished,13.2,5,1.6,5,196.3
2580,Bengaluru,Marathahalli,5,6,3784,24,0,7,16,Furnished,1.1,3.3,1.2,4.3,380.7
2581,Hyderabad,Miyapur,2,2,1391,18,1,7,26,Unfurnished,14.4,4.5,4.6,3.3,80.1
2582,Hyderabad,Gachibowli,5,4,2824,8,3,14,14,Furnished,11.2,3.8,5.5,9.8,304.4
2583,Chennai,Velachery,1,1,587,20,3,3,5,Semi-Furnished,11.2,3.5,5.9,4.4,39
2584,Pune,Wakad,4,4,3043,3,1,27,30,Semi-Furnished,7.9,3.7,7.7,6.7,213.8
2585,Hyderabad,Kukatpally,1,1,674,2,2,0,23,Unfurnished,13.5,3.3,1.4,9.9,26.5
2586,Hyderabad,Gachibowli,3,2,1733,15,1,19,22,Semi-Furnished,11.9,4.9,4.2,3,157.7
2587,Bengaluru,Whitefield,5,6,2577,8,2,5,9,Unfurnished,7,3.5,3.2,6.4,263.9
2588,Pune,Hadapsar,3,3,1416,1,0,1,14,Unfurnished,4.2,3.1,0.4,5.3,115
